site_no,Year,UNIT_NAME
USGS-394446075031001,2020,Cohansey Formation
USGS-394515075110601,2020,Lower Member of the Kirkwood Formation
USGS-394640074323201,2020,Cohansey Formation
USGS-394642074375401,2020,Cohansey Formation
USGS-394644074585401,2020,Cohansey Formation
USGS-394856075183601,2020,Magothy Formation
USGS-395143075044101,2020,Englishtown Formation
USGS-395200121460001,2020,"Tertiary pyroclastic and volcanic mudflow deposits, unit 9 (Cascade Range)"
USGS-395300121390001,2020,"Tertiary pyroclastic and volcanic mudflow deposits, unit 9 (Cascade Range)"
USGS-395338074345201,2020,Cohansey Formation
USGS-395400075053201,2020,Merchantville Formation
USGS-395448074370701,2020,Cohansey Formation
USGS-395522074502701,2020,Hornerstown Formation
USGS-395806074540501,2020,Englishtown Formation
USGS-395814075002201,2020,Merchantville Formation
USGS-395836074542701,2020,Englishtown Formation
USGS-400400121330001,2020,"Tertiary volcanic flow rocks, unit 17 (Cascade Range)"
USGS-400800120080002,2020,"Quaternary sand deposits, unit 2 (inland)"
USGS-401700121140001,2020,Older Quaternary alluvium and marine deposits
USGS-402200120150001,2020,Quaternary alluvium and marine deposits
USGS-402300120370001,2020,Quaternary alluvium and marine deposits
USGS-403100121560001,2020,"Quaternary volcanic flow rocks, unit 1 (Cascade Volcanic Field)"
USGS-404800121300001,2020,"Recent (Holocene) volcanic flow rocks, unit 1 (Cascade Volcanic Field)"
USGS-405200122150001,2020,"Mesozoic granitic rocks, unit 6 (Eastern Klamath Mountains)"
USGS-405600123370001,2020,"Jurassic marine rocks, unit 1 (Western Sierra Nevada and Western Klamath Mountains)"
USGS-410233096181801,2020,Kansas City Group
USGS-410523096014401,2020,Dakota Group
USGS-410728096170001,2020,Kansas City Group
USGS-410800120160001,2020,"Tertiary volcanic flow rocks, unit 17 (Cascade Range)"
USGS-410900122170001,2020,"Paleozoic metavolcanic rocks, unit 1 (Eastern Klamath Mountains)"
USGS-412600120520001,2020,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-412758096222803,2020,Dakota Group
USGS-413100122220001,2020,Quaternary alluvium and marine deposits
USGS-413200120100001,2020,Quaternary alluvium and marine deposits
USGS-414000122490001,2020,"Undivided pre-Cenozoic metavolcanic rocks, unit 2 (undivided)"
USGS-414100122380001,2020,Quaternary alluvium and marine deposits
USGS-414700096134903,2020,Dakota Group
USGS-415200121220001,2020,"Quaternary volcanic flow rocks, unit 1 (Cascade Volcanic Field)"
USGS-415958096152202,2020,Dakota Group
USGS-422618096401501,2020,Greenhorn Limestone and Graneros Shale
USGS-425018108441401,2020,Alluvium and Colluvium
USGS-425104109520701,2020,Alluvium and Colluvium
USGS-425201108433801,2020,Alluvium and Colluvium
USGS-430119108225702,2020,Alluvium and Colluvium
USGS-431202108254401,2020,Alluvium and Colluvium
USGS-323905116512001,2021,"Mesozoic volcanic rocks, unit 4 (Peninsular Ranges)"
USGS-324359116292601,2021,"Mesozoic granitic rocks, unit 2 (Peninsular Ranges)"
USGS-330239116370601,2021,pre-Cenozoic metasedimentary and metavolcanic rocks undivided
USGS-330447117065301,2021,"Mesozoic granitic rocks, unit 2 (Peninsular Ranges)"
USGS-332335117111501,2021,"Mesozoic granitic rocks, unit 2 (Peninsular Ranges)"
USGS-333800116480001,2021,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-341100118010001,2021,"Paleozoic and Permo-Triassic granitic rocks, unit 2 (San Gabriel Mountains)"
USGS-341900118070001,2021,"Precambrian granitic rocks, unit 2, (San Gabriel Mountains Anorthosite)"
USGS-342200117430001,2021,"Schist of various types and ages, unit 2 (Southern and West-central California)"
USGS-342500119340001,2021,"Oligocene nonmarine rocks, unit 2 (Central and Southern California)"
USGS-342553119474201,2021,Quaternary alluvium and marine deposits
USGS-342647119451701,2021,Older Quaternary alluvium and marine deposits
USGS-343000118270001,2021,"Oligocene nonmarine rocks, unit 2 (Central and Southern California)"
USGS-350300118580001,2021,Quaternary alluvium and marine deposits
USGS-350600118270002,2021,Quaternary alluvium and marine deposits
USGS-351140118505401,2021,Quaternary alluvium and marine deposits
USGS-351300119150001,2021,Quaternary alluvium and marine deposits
USGS-351420118544801,2021,Quaternary alluvium and marine deposits
USGS-351500118370001,2021,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-351800119040001,2021,Quaternary alluvium and marine deposits
USGS-351800119180001,2021,Quaternary alluvium and marine deposits
USGS-351929119061001,2021,Quaternary alluvium and marine deposits
USGS-352600118560001,2021,Quaternary alluvium and marine deposits
USGS-352900119320001,2021,Quaternary alluvium and marine deposits
USGS-353601117483802,2021,Quaternary alluvium and marine deposits
USGS-353900117460001,2021,Quaternary alluvium and marine deposits
USGS-354400119100001,2021,Older Quaternary alluvium and marine deposits
USGS-354700118270001,2021,Quaternary alluvium and marine deposits
USGS-354711117464001,2021,Quaternary alluvium and marine deposits
USGS-355053119195201,2021,Quaternary alluvium and marine deposits
USGS-355259119160701,2021,Quaternary alluvium and marine deposits
USGS-360118119010001,2021,Older Quaternary alluvium and marine deposits
USGS-360631119190001,2021,Quaternary alluvium and marine deposits
USGS-360850119032201,2021,Older Quaternary alluvium and marine deposits
USGS-360945119200001,2021,Quaternary alluvium and marine deposits
USGS-361224119060001,2021,Older Quaternary alluvium and marine deposits
USGS-361254119200601,2021,Quaternary alluvium and marine deposits
USGS-361801119380001,2021,Quaternary alluvium and marine deposits
USGS-362128119390001,2021,Quaternary alluvium and marine deposits
USGS-363500118110001,2021,Quaternary alluvium and marine deposits
USGS-363500119280001,2021,Quaternary alluvium and marine deposits
USGS-363600120020001,2021,Quaternary alluvium and marine deposits
USGS-363900119260001,2021,Older Quaternary alluvium and marine deposits
USGS-363923120111501,2021,Quaternary alluvium and marine deposits
USGS-364156119475201,2021,Quaternary alluvium and marine deposits
USGS-364300118080001,2021,Quaternary alluvium and marine deposits
USGS-364355119484601,2021,Quaternary alluvium and marine deposits
USGS-364359119293601,2021,Quaternary alluvium and marine deposits
USGS-364418119415101,2021,Older Quaternary alluvium and marine deposits
USGS-364800118110001,2021,Quaternary alluvium and marine deposits
USGS-365600118140001,2021,Quaternary alluvium and marine deposits
USGS-370000121420001,2021,Eocene marine rocks
USGS-370100122050001,2021,"Mesozoic granitic rocks, unit 1 (Salinian Block)"
USGS-370500118150001,2021,Quaternary alluvium and marine deposits
USGS-370800122090001,2021,"Paleocene marine rocks, unit 1 (Central and Southern California)"
USGS-370804120292401,2021,Quaternary alluvium and marine deposits
USGS-370900118160001,2021,Quaternary alluvium and marine deposits
USGS-370926120322401,2021,Quaternary alluvium and marine deposits
USGS-371000121460001,2021,"Mesozoic volcanic rocks, unit 1 (Coast Ranges)"
USGS-371100120370001,2021,Quaternary alluvium and marine deposits
USGS-371200119460001,2021,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371221120202201,2021,Quaternary alluvium and marine deposits
USGS-371300119300001,2021,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371300120150001,2021,Quaternary alluvium and marine deposits
USGS-371357120154001,2021,Quaternary alluvium and marine deposits
USGS-371400122060001,2021,Miocene marine rocks
USGS-371449120224101,2021,Quaternary alluvium and marine deposits
USGS-371555120285101,2021,Quaternary alluvium and marine deposits
USGS-371600119320001,2021,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371648120364901,2021,Quaternary alluvium and marine deposits
USGS-371651120180001,2021,Quaternary alluvium and marine deposits
USGS-371722120192401,2021,Quaternary alluvium and marine deposits
USGS-371829120300801,2021,Quaternary alluvium and marine deposits
USGS-371832120231201,2021,Quaternary alluvium and marine deposits
USGS-371856120373601,2021,"Quaternary sand deposits, unit 2 (inland)"
USGS-371900118320001,2021,Quaternary alluvium and marine deposits
USGS-371900119340001,2021,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371908120254001,2021,Quaternary alluvium and marine deposits
USGS-372017120395401,2021,"Quaternary sand deposits, unit 2 (inland)"
USGS-372100120340001,2021,"Quaternary sand deposits, unit 2 (inland)"
USGS-372412120393401,2021,"Quaternary sand deposits, unit 2 (inland)"
USGS-372500119360001,2021,pre-Cenozoic metasedimentary and metavolcanic rocks undivided
USGS-372511120461801,2021,"Quaternary sand deposits, unit 2 (inland)"
USGS-372522120451801,2021,"Quaternary sand deposits, unit 2 (inland)"
USGS-372646120410401,2021,Quaternary alluvium and marine deposits
USGS-372700119380001,2021,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-372727120583401,2021,Quaternary alluvium and marine deposits
USGS-372746120443601,2021,Quaternary alluvium and marine deposits
USGS-372900120490001,2021,Quaternary alluvium and marine deposits
USGS-372948120472801,2021,Quaternary alluvium and marine deposits
USGS-373100120191901,2021,Quaternary alluvium and marine deposits
USGS-373100120470001,2021,Quaternary alluvium and marine deposits
USGS-373239120473001,2021,Quaternary alluvium and marine deposits
USGS-373253120422701,2021,Quaternary alluvium and marine deposits
USGS-373300122290001,2021,"Mesozoic granitic rocks, unit 1 (Salinian Block)"
USGS-373500120510001,2021,Quaternary alluvium and marine deposits
USGS-373532120524601,2021,Quaternary alluvium and marine deposits
USGS-373550120314701,2021,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-373643120274801,2021,Miocene nonmarine rocks
USGS-373647120273801,2021,Miocene nonmarine rocks
USGS-373651120303801,2021,Quaternary alluvium and marine deposits
USGS-373828120444001,2021,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-373905121011501,2021,Quaternary alluvium and marine deposits
USGS-373958120534901,2021,Quaternary alluvium and marine deposits
USGS-374109121000101,2021,Quaternary alluvium and marine deposits
USGS-374526120475501,2021,Quaternary alluvium and marine deposits
USGS-374606120490101,2021,Quaternary alluvium and marine deposits
USGS-374701120491401,2021,Quaternary alluvium and marine deposits
USGS-374900118280001,2021,Quaternary alluvium and marine deposits
USGS-382137120403401,2021,"Paleozoic marine rocks, undivided, unit 4 (Western Sierra Nevada)"
USGS-382352120285401,2021,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-382803120385801,2021,"Tertiary pyroclastic and volcanic mudflow deposits, unit 9 (Cascade Range)"
USGS-383730120341101,2021,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-383830120443801,2021,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-383837121025801,2021,"Mesozoic volcanic rocks, unit 2 (Western Sierra Foothills and Western Klamath Mountains)"
USGS-384221120565801,2021,"Mesozoic gabbroic rocks, unit 2 (undivided)"
USGS-384527120334301,2021,"Tertiary pyroclastic and volcanic mudflow deposits, unit 9 (Cascade Range)"
USGS-384551120544201,2021,pre-Cenozoic metasedimentary and metavolcanic rocks undivided
USGS-384643121111301,2021,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-384827121423101,2021,Quaternary alluvium and marine deposits
USGS-385306120592301,2021,"Jurassic marine rocks, unit 1 (Western Sierra Nevada and Western Klamath Mountains)"
USGS-390018121264701,2021,Quaternary alluvium and marine deposits
USGS-390239121394201,2021,Quaternary alluvium and marine deposits
USGS-390339121214601,2021,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-390414121391601,2021,Quaternary alluvium and marine deposits
USGS-390446121371001,2021,Quaternary alluvium and marine deposits
USGS-390500120565001,2021,"Jurassic marine rocks, unit 1 (Western Sierra Nevada and Western Klamath Mountains)"
USGS-390700121080001,2021,"Mesozoic volcanic rocks, unit 2 (Western Sierra Foothills and Western Klamath Mountains)"
USGS-391000120580001,2021,"Mesozoic volcanic rocks, unit 2 (Western Sierra Foothills and Western Klamath Mountains)"
USGS-391011120514101,2021,"Paleozoic marine rocks, undivided, unit 6 (Northwestern Sierra Nevada)"
USGS-391018121520801,2021,Quaternary alluvium and marine deposits
USGS-391400121130001,2021,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-391448121293501,2021,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-391500121030001,2021,"Mesozoic gabbroic rocks, unit 2 (undivided)"
USGS-391522121382501,2021,Quaternary alluvium and marine deposits
USGS-391626121530701,2021,Quaternary alluvium and marine deposits
USGS-391651121444001,2021,Quaternary alluvium and marine deposits
USGS-391700121210001,2021,"Mesozoic volcanic rocks, unit 2 (Western Sierra Foothills and Western Klamath Mountains)"
USGS-391900120480001,2021,"Ultramafic rocks, chiefly Mesozoic, unit 2 (Western Sierra Nevada and Klamath Mountains)"
USGS-391900120530001,2021,"Tertiary pyroclastic and volcanic mudflow deposits, unit 9 (Cascade Range)"
USGS-392100121010001,2021,"Eocene nonmarine rocks, unit 1 (Northern and Central California)"
USGS-392220121394001,2021,Quaternary alluvium and marine deposits
USGS-392220121455001,2021,Quaternary alluvium and marine deposits
USGS-392323121253401,2021,"Mesozoic volcanic rocks, unit 2 (Western Sierra Foothills and Western Klamath Mountains)"
USGS-392420121414201,2021,Quaternary alluvium and marine deposits
USGS-392523121314801,2021,Plio-Pleistocene and Pliocene loosely consolidated deposits
